league_name,team_long_name_home,team_short_name_home,team_long_name_away,team_short_name_away,home_players_average_rating,home_team_score,home_team_prob_receive_red_cards,home_team_prob_case_win,away_players_average_rating,away_team_score,away_team_prob_receive_red_cards,away_team_prob_case_win,home_avg_bet,draw_avg_bet,away_avg_bet,match_result
Belgium Jupiler League,Sporting Lokeren,LOK,KRC Genk,GEN,69.9,52.12,0.0,42.30769230769231,66.27,51.75,0.0,27.41935483870968,0.5468903126837268,0.2712059747923001,0.2570245596929081,1
Belgium Jupiler League,Sporting Lokeren,LOK,SV Zulte-Waregem,ZUL,68.27,52.12,0.0,42.30769230769231,66.09,46.88,0.0,32.142857142857146,0.5002938463679086,0.2735663487995585,0.30392341468409,1
Belgium Jupiler League,Sporting Lokeren,LOK,KV Kortrijk,KOR,68.55,52.12,0.0,42.30769230769231,65.73,45.75,0.0,25.42372881355932,0.5404272768879405,0.2747130161990865,0.2618310668892348,1
Belgium Jupiler League,Sporting Lokeren,LOK,Sint-Truidense VV,STT,67.09,53.25,0.0,42.30769230769231,64.0,49.62,0.0,12.0,0.6027569635664853,0.2802638118377836,0.1956225090483153,1
Belgium Jupiler League,Sporting Lokeren,LOK,KAA Gent,GEN,68.09,52.12,0.0,42.30769230769231,68.45,48.0,0.0,37.28813559322034,0.4283115611235955,0.2788346377644678,0.369411061568793,1
Belgium Jupiler League,Sporting Lokeren,LOK,KSV Cercle Brugge,CEB,70.36,52.12,0.0,42.30769230769231,63.82,52.0,0.0,16.363636363636363,0.6502560462259004,0.2675214181349845,0.1576183580163918,1
Belgium Jupiler League,Sporting Lokeren,LOK,Club Brugge KV,CLB,67.45,52.12,0.0,42.30769230769231,70.18,48.88,0.0,38.23529411764706,0.3775462419352114,0.2855825617143938,0.4128061872671699,-1
Belgium Jupiler League,Sporting Lokeren,LOK,KVC Westerlo,WES,65.55,57.5,0.0,42.30769230769231,65.0,56.88,0.0,22.22222222222222,0.5115504167964517,0.2833477478555144,0.2859227743782448,1
Belgium Jupiler League,Sporting Lokeren,LOK,Sporting Charleroi,CHA,67.55,52.12,0.0,42.30769230769231,66.0,49.38,0.0,27.58620689655172,0.5072140766867729,0.277641703093217,0.2933329819124845,1
Belgium Jupiler League,Sporting Lokeren,LOK,KAS Eupen,EUP,66.91,53.25,0.0,42.30769230769231,64.3,52.5,0.0,25.0,0.539916157230378,0.2757283927190422,0.2644808451208681,1
Belgium Jupiler League,Sporting Lokeren,LOK,Lierse SK,LIE,69.36,52.12,0.0,42.30769230769231,62.45,56.0,0.0,11.904761904761903,0.6772132744373602,0.2685837843630569,0.1314604825889828,1
Belgium Jupiler League,Sporting Lokeren,LOK,Oud-Heverlee Leuven,O-H,67.27,52.38,0.0,42.30769230769231,62.73,49.5,0.0,18.75,0.6039583136410729,0.2727790160948466,0.203584186031519,1
Belgium Jupiler League,Sporting Lokeren,LOK,RAEC Mons,MON,67.09,52.38,0.0,42.30769230769231,65.09,48.38,0.0,33.333333333333336,0.4932017260613991,0.2736938908898144,0.3133079079226035,1
Belgium Jupiler League,Sporting Lokeren,LOK,Waasland-Beveren,WAA,67.45,52.12,0.0,42.30769230769231,64.45,40.12,0.0,13.636363636363637,0.5937927351868189,0.2797373698957721,0.2044840756658015,1
Belgium Jupiler League,Sporting Lokeren,LOK,KV Oostende,OOS,70.18,52.12,0.0,42.30769230769231,65.27,47.38,0.0,32.0,0.5534665018931207,0.2652202941443971,0.2575036771078136,1
Belgium Jupiler League,Sporting Lokeren,LOK,Royal Excel Mouscron,MOP,67.64,52.12,0.0,42.30769230769231,65.91,48.75,0.0,27.27272727272728,0.5120122914377211,0.277235825343874,0.2888740833744167,1
Belgium Jupiler League,Sporting Lokeren,LOK,KSV Roeselare,ROS,65.27,57.5,0.0,42.30769230769231,63.0,56.88,0.0,50.0,0.4323435757367413,0.2654068138088469,0.388401966344386,-1
Belgium Jupiler League,KV Kortrijk,KOR,RSC Anderlecht,AND,66.45,45.75,0.0,54.6875,73.0,53.38,0.0,56.45161290322581,0.2716316958115911,0.2761658758697809,0.5313213072231138,-1
Belgium Jupiler League,KV Kortrijk,KOR,KV Mechelen,MEC,66.45,45.75,0.0,54.6875,66.45,48.38,0.0,25.806451612903224,0.5292018650109,0.2706493305243531,0.2813477818491952,1
Belgium Jupiler League,KV Kortrijk,KOR,Standard de Liège,STL,66.18,45.75,0.0,54.6875,69.27,55.0,0.0,30.76923076923077,0.4470210971709938,0.2776623856405839,0.3549766677477605,1
Belgium Jupiler League,KV Kortrijk,KOR,Beerschot AC,BAC,66.18,44.88,0.0,54.6875,66.27,49.38,0.0,10.526315789473683,0.5904921956282724,0.2779987586795235,0.2113929980382085,1
Belgium Jupiler League,KV Kortrijk,KOR,KRC Genk,GEN,65.73,45.75,0.0,54.6875,67.0,51.75,0.0,27.41935483870968,0.4979102090345418,0.2737990996915229,0.3100644560328809,1
Belgium Jupiler League,KV Kortrijk,KOR,SV Zulte-Waregem,ZUL,65.64,45.75,0.0,54.6875,66.27,46.88,0.0,32.142857142857146,0.4914783088767588,0.2697105536236733,0.3218803031544772,1
Belgium Jupiler League,KV Kortrijk,KOR,Sporting Lokeren,LOK,65.73,45.75,0.0,54.6875,67.09,52.12,0.0,36.66666666666666,0.4581103175168609,0.269803695316157,0.3548676796166549,1
Belgium Jupiler League,KV Kortrijk,KOR,Sint-Truidense VV,STT,64.73,50.0,0.0,54.6875,62.18,49.62,0.0,12.0,0.6392496556721733,0.2695660699304236,0.1765237976248968,1
Belgium Jupiler League,KV Kortrijk,KOR,KAA Gent,GEN,66.09,45.75,0.0,54.6875,68.55,48.0,0.0,37.28813559322034,0.4330121317890671,0.2727756920117874,0.3753699007506222,1
Belgium Jupiler League,KV Kortrijk,KOR,KSV Cercle Brugge,CEB,67.0,45.75,0.0,54.6875,63.45,52.0,0.0,16.363636363636363,0.6386987792401071,0.2642901897155601,0.1790434715220211,1
Belgium Jupiler League,KV Kortrijk,KOR,Club Brugge KV,CLB,66.0,45.75,0.0,54.6875,71.27,48.88,0.0,38.23529411764706,0.3727412164933998,0.2807800759495635,0.4254971737817256,-1
Belgium Jupiler League,KV Kortrijk,KOR,KVC Westerlo,WES,67.0,45.75,0.0,54.6875,64.5,49.0,0.0,22.22222222222222,0.5935224475541344,0.2647381664818257,0.2235494694261333,1
Belgium Jupiler League,KV Kortrijk,KOR,Sporting Charleroi,CHA,66.36,45.75,0.0,54.6875,66.73,49.38,0.0,27.58620689655172,0.5145602994891214,0.2709489289800721,0.2957637707386307,1
Belgium Jupiler League,KV Kortrijk,KOR,KAS Eupen,EUP,66.0,45.75,0.0,54.6875,66.0,45.75,0.0,25.0,0.5330554403075413,0.2710734123682692,0.2779044681059774,1
Belgium Jupiler League,KV Kortrijk,KOR,Lierse SK,LIE,66.36,45.75,0.0,54.6875,64.36,56.0,0.0,11.904761904761903,0.6266270152428276,0.2710714613381652,0.1837877846722977,1
Belgium Jupiler League,KV Kortrijk,KOR,Oud-Heverlee Leuven,O-H,66.0,45.75,0.0,54.6875,66.0,45.75,0.0,18.75,0.5587322765413797,0.2739562986090804,0.2486107765330719,1
Belgium Jupiler League,KV Kortrijk,KOR,RAEC Mons,MON,66.27,44.88,0.0,54.6875,64.0,50.75,0.0,33.333333333333336,0.5441278882592612,0.2603876173157128,0.2799071236427127,1
Belgium Jupiler League,KV Kortrijk,KOR,Waasland-Beveren,WAA,66.36,45.75,0.0,54.6875,64.55,40.12,0.0,13.636363636363637,0.6156936270170206,0.2708427972634761,0.1949884558417307,1
Belgium Jupiler League,KV Kortrijk,KOR,KV Oostende,OOS,65.64,45.75,0.0,54.6875,65.45,47.38,0.0,32.0,0.508549191407867,0.2673161993422108,0.3078979465686067,1
Belgium Jupiler League,KV Kortrijk,KOR,Royal Excel Mouscron,MOP,65.18,45.75,0.0,54.6875,65.36,48.75,0.0,27.27272727272728,0.5210847664826258,0.2706600761598483,0.292092248107772,1
Belgium Jupiler League,KV Kortrijk,KOR,KSV Roeselare,ROS,66.0,45.75,0.0,54.6875,66.0,45.75,0.0,50.0,0.4303480953721876,0.2595418674050247,0.3950792343975993,1
Belgium Jupiler League,Sint-Truidense VV,STT,RSC Anderlecht,AND,64.0,46.75,0.0,19.23076923076923,72.55,48.75,0.0,56.45161290322581,0.1068784867049651,0.3185120738479322,0.6504877659385266,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KV Mechelen,MEC,64.0,49.62,0.0,19.23076923076923,64.82,53.38,0.0,25.806451612903224,0.3881695100899894,0.3094551704385417,0.3813568160993945,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Standard de Liège,STL,63.36,49.62,0.0,19.23076923076923,69.82,61.0,0.0,30.76923076923077,0.2551719320860459,0.3241618342555822,0.4966619130764353,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Beerschot AC,BAC,63.18,49.62,0.0,19.23076923076923,65.6,48.0,0.0,10.526315789473683,0.4197657201518106,0.3213987303217326,0.336328340639721,0
Belgium Jupiler League,Sint-Truidense VV,STT,KRC Genk,GEN,63.27,49.62,0.0,19.23076923076923,67.0,56.12,0.0,27.41935483870968,0.323921896948968,0.3175265949544313,0.4367065414336867,-1
Belgium Jupiler League,Sint-Truidense VV,STT,SV Zulte-Waregem,ZUL,63.5,46.75,0.0,19.23076923076923,66.91,50.75,0.0,32.142857142857146,0.3106729133436543,0.3143610995726584,0.4534783210267976,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Sporting Lokeren,LOK,63.55,49.62,0.0,19.23076923076923,67.18,53.25,0.0,36.66666666666666,0.2876051942513806,0.3129287173106855,0.4782157063549088,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KV Kortrijk,KOR,64.5,46.75,0.0,19.23076923076923,65.18,46.88,0.0,25.42372881355932,0.3919557029388262,0.3091537783381169,0.376916174896876,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KAA Gent,GEN,63.45,49.62,0.0,19.23076923076923,69.0,54.0,0.0,37.28813559322034,0.2465754699135519,0.3184142170534471,0.5123747095741864,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KSV Cercle Brugge,CEB,64.1,46.75,0.0,19.23076923076923,64.0,56.88,0.0,16.363636363636363,0.4453374980088091,0.311038924210085,0.3220873506094562,0
Belgium Jupiler League,Sint-Truidense VV,STT,Club Brugge KV,CLB,64.27,49.62,0.0,19.23076923076923,67.91,54.0,0.0,38.23529411764706,0.2800950914161522,0.3121518179898296,0.4851917717244206,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KVC Westerlo,WES,64.5,46.75,0.0,19.23076923076923,64.33,49.88,0.0,22.22222222222222,0.4221954885916326,0.3080802530990113,0.34811090377489,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Sporting Charleroi,CHA,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,27.58620689655172,0.397341735914453,0.3061739884913534,0.3763857259833307,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KAS Eupen,EUP,63.5,49.62,0.0,19.23076923076923,64.89,52.5,0.0,25.0,0.3806247550184057,0.3115952137480609,0.3872049033044796,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Lierse SK,LIE,63.55,46.75,0.0,19.23076923076923,65.09,56.88,0.0,11.904761904761903,0.4313484292919116,0.3180798038381491,0.3282255197673466,0
Belgium Jupiler League,Sint-Truidense VV,STT,Oud-Heverlee Leuven,O-H,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,18.75,0.4336434699002245,0.3102497931766382,0.3349705068630161,0
Belgium Jupiler League,Sint-Truidense VV,STT,RAEC Mons,MON,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,33.333333333333336,0.3737308520212683,0.3035230586147455,0.4033224538664622,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Waasland-Beveren,WAA,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,13.636363636363637,0.4546517904551832,0.3126085182827564,0.3110029410306389,0
Belgium Jupiler League,Sint-Truidense VV,STT,KV Oostende,OOS,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,32.0,0.3792085770844872,0.3041380743461186,0.3970731329975757,-1
Belgium Jupiler League,Sint-Truidense VV,STT,Royal Excel Mouscron,MOP,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,27.27272727272728,0.3986296023086267,0.3063185846664412,0.3749164499169781,-1
Belgium Jupiler League,Sint-Truidense VV,STT,KSV Roeselare,ROS,64.0,46.75,0.0,19.23076923076923,64.0,46.75,0.0,50.0,0.3052592887310326,0.2958353619725825,0.4814389647275434,-1
Belgium Jupiler League,KAA Gent,GEN,RSC Anderlecht,AND,66.55,47.62,0.0,55.73770491803279,69.18,54.75,0.0,56.45161290322581,0.3540892722432536,0.2633249781204111,0.4650912936525042,-1
Belgium Jupiler League,KAA Gent,GEN,KV Mechelen,MEC,68.09,48.0,0.0,55.73770491803279,66.45,48.38,0.0,25.806451612903224,0.5639764374382457,0.2644708387503137,0.2509821713522061,1
Belgium Jupiler League,KAA Gent,GEN,Standard de Liège,STL,69.0,48.0,0.0,55.73770491803279,67.64,55.0,0.0,30.76923076923077,0.5368663254033691,0.2629164325297474,0.2781079873782942,1
Belgium Jupiler League,KAA Gent,GEN,Beerschot AC,BAC,69.09,44.75,0.0,55.73770491803279,65.73,49.38,0.0,10.526315789473683,0.660126918031707,0.266242689708219,0.1506921196622407,1
Belgium Jupiler League,KAA Gent,GEN,KRC Genk,GEN,68.27,48.0,0.0,55.73770491803279,68.45,51.75,0.0,27.41935483870968,0.5205475808462157,0.2691665817666612,0.2879551186943793,1
Belgium Jupiler League,KAA Gent,GEN,SV Zulte-Waregem,ZUL,68.0,48.0,0.0,55.73770491803279,66.09,46.88,0.0,32.142857142857146,0.5434803620055147,0.2607484343139675,0.2763646698424253,1
Belgium Jupiler League,KAA Gent,GEN,Sporting Lokeren,LOK,66.64,47.62,0.0,55.73770491803279,70.18,52.12,0.0,36.66666666666666,0.416970356012272,0.2751708748348701,0.3870660780984482,1
Belgium Jupiler League,KAA Gent,GEN,KV Kortrijk,KOR,68.91,48.0,0.0,55.73770491803279,66.45,45.75,0.0,25.42372881355932,0.5810479656410052,0.2620921938919293,0.2352623571422077,1
Belgium Jupiler League,KAA Gent,GEN,Sint-Truidense VV,STT,68.73,51.25,0.0,55.73770491803279,63.7,46.75,0.0,12.0,0.6880759778386307,0.2605941059452831,0.1307558515725466,1
Belgium Jupiler League,KAA Gent,GEN,KSV Cercle Brugge,CEB,65.91,47.62,0.0,55.73770491803279,65.09,52.0,0.0,16.363636363636363,0.5889044213388788,0.2715390762285869,0.2216668110282834,1
Belgium Jupiler League,KAA Gent,GEN,Club Brugge KV,CLB,68.73,48.0,0.0,55.73770491803279,71.27,48.88,0.0,38.23529411764706,0.4281183714147624,0.2712050640669735,0.3766201783216256,1
Belgium Jupiler League,KAA Gent,GEN,KVC Westerlo,WES,67.91,48.0,0.0,55.73770491803279,64.55,49.0,0.0,22.22222222222222,0.6134938392059643,0.2609844235306687,0.206393147251783,1
Belgium Jupiler League,KAA Gent,GEN,Sporting Charleroi,CHA,68.0,48.0,0.0,55.73770491803279,66.0,49.38,0.0,27.58620689655172,0.5640096376415279,0.2625802156918863,0.2535465332419758,1
Belgium Jupiler League,KAA Gent,GEN,KAS Eupen,EUP,68.91,48.0,0.0,55.73770491803279,68.91,48.0,0.0,25.0,0.533336817845961,0.2696683902788896,0.2732147036325407,1
Belgium Jupiler League,KAA Gent,GEN,Lierse SK,LIE,67.82,48.0,0.0,55.73770491803279,62.55,56.0,0.0,11.904761904761903,0.6943847043715164,0.2600233135593551,0.1270935592155397,1
Belgium Jupiler League,KAA Gent,GEN,Oud-Heverlee Leuven,O-H,66.82,51.25,0.0,55.73770491803279,63.73,49.5,0.0,18.75,0.6236401491479381,0.2635222982822269,0.19531747262606,1
Belgium Jupiler League,KAA Gent,GEN,RAEC Mons,MON,67.27,51.25,0.0,55.73770491803279,65.09,48.38,0.0,33.333333333333336,0.544893895022223,0.2594737433318861,0.2781068481879112,1
Belgium Jupiler League,KAA Gent,GEN,Waasland-Beveren,WAA,66.55,47.62,0.0,55.73770491803279,65.18,34.0,0.0,13.636363636363637,0.6103965704468581,0.2710728032256,0.1994761986740416,1
Belgium Jupiler League,KAA Gent,GEN,KV Oostende,OOS,68.27,48.0,0.0,55.73770491803279,68.27,47.38,0.0,32.0,0.5053473801261933,0.2665136505212112,0.3065022407577218,1
Belgium Jupiler League,KAA Gent,GEN,Royal Excel Mouscron,MOP,68.91,48.0,0.0,55.73770491803279,68.91,48.0,0.0,27.27272727272728,0.5239997864882016,0.2686200680095038,0.2838669551135973,1
Belgium Jupiler League,KAA Gent,GEN,KSV Roeselare,ROS,68.91,48.0,0.0,55.73770491803279,68.91,48.0,0.0,50.0,0.4306294729106074,0.258136845315645,0.3903894699241625,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,RSC Anderlecht,AND,64.91,52.0,0.0,36.36363636363637,71.45,53.38,0.0,56.45161290322581,0.2077956230159389,0.2949507989718695,0.5761679406450024,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KV Mechelen,MEC,64.0,52.0,0.0,36.36363636363637,66.73,48.38,0.0,25.806451612903224,0.4113780446438582,0.2977604358086436,0.3713591173035439,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Standard de Liège,STL,64.27,52.0,0.0,36.36363636363637,69.09,55.0,0.0,30.76923076923077,0.3486511734404819,0.3017106716538129,0.4283490768101391,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Beerschot AC,BAC,65.64,56.88,0.0,36.36363636363637,64.73,49.12,0.0,10.526315789473683,0.5453565504739791,0.2936976113219694,0.239419060530382,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KRC Genk,GEN,64.91,52.0,0.0,36.36363636363637,67.18,51.75,0.0,27.41935483870968,0.4129059970295239,0.2955309748360544,0.3707701181045865,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,SV Zulte-Waregem,ZUL,65.09,52.0,0.0,36.36363636363637,66.27,46.88,0.0,32.142857142857146,0.4151959242499338,0.2900610343048758,0.3750782573041468,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Sporting Lokeren,LOK,63.18,52.0,0.0,36.36363636363637,68.09,52.12,0.0,36.66666666666666,0.323922610429835,0.2993866264295619,0.4582665832143305,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KV Kortrijk,KOR,65.18,52.0,0.0,36.36363636363637,66.27,45.75,0.0,25.42372881355932,0.4445012081538615,0.2928798649081326,0.3420573026587858,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Sint-Truidense VV,STT,64.0,60.0,0.0,36.36363636363637,63.45,49.62,0.0,12.0,0.5340349378382147,0.294287829214487,0.2533972616901009,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KAA Gent,GEN,63.91,52.0,0.0,36.36363636363637,66.18,47.62,0.0,37.28813559322034,0.3735631132398077,0.2910946533259796,0.4177728177498193,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Club Brugge KV,CLB,65.18,52.0,0.0,36.36363636363637,71.09,48.88,0.0,38.23529411764706,0.2949738752569053,0.3014318418542419,0.4803581978809931,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KVC Westerlo,WES,64.45,60.0,0.0,36.36363636363637,63.45,53.38,0.0,22.22222222222222,0.5005446990100882,0.2881704755349563,0.2936664067918698,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Sporting Charleroi,CHA,64.09,52.0,0.0,36.36363636363637,66.0,49.75,0.0,27.58620689655172,0.4204421834408349,0.2944688345569511,0.3663207237019839,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KAS Eupen,EUP,64.0,52.0,0.0,36.36363636363637,64.0,52.0,0.0,25.0,0.4695707881310313,0.2899415927278198,0.3232574481751912,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Lierse SK,LIE,64.27,52.0,0.0,36.36363636363637,63.36,56.0,0.0,11.904761904761903,0.5413388136002205,0.2932203917562194,0.2469043331991115,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Oud-Heverlee Leuven,O-H,66.91,56.88,0.0,36.36363636363637,64.73,49.5,0.0,18.75,0.5355760834632857,0.2859469266149955,0.2563950806270409,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,RAEC Mons,MON,64.36,53.25,0.0,36.36363636363637,64.45,50.75,0.0,33.333333333333336,0.4330934406838338,0.2863260944986846,0.3635076491568575,-1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Waasland-Beveren,WAA,64.45,52.0,0.0,36.36363636363637,66.09,34.0,0.0,13.636363636363637,0.4827475429480087,0.3000516052004474,0.2962852463279797,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KV Oostende,OOS,63.91,52.0,0.0,36.36363636363637,64.36,47.38,0.0,32.0,0.4318747301159654,0.2880733159924318,0.3634394836878891,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,Royal Excel Mouscron,MOP,64.0,52.0,0.0,36.36363636363637,64.0,52.0,0.0,27.27272727272728,0.4602337567732719,0.2888932704584339,0.3339096996562478,1
Belgium Jupiler League,KSV Cercle Brugge,CEB,KSV Roeselare,ROS,64.45,55.62,0.0,36.36363636363637,63.0,56.88,0.0,50.0,0.3954715153203495,0.2740075112482016,0.416554794094791,-1
Belgium Jupiler League,Club Brugge KV,CLB,RSC Anderlecht,AND,71.36,48.88,0.0,65.0,72.09,53.38,0.0,56.45161290322581,0.4198113831733755,0.2476471511058331,0.4084787073442777,1
Belgium Jupiler League,Club Brugge KV,CLB,KV Mechelen,MEC,68.55,48.88,0.0,65.0,67.09,48.38,0.0,25.806451612903224,0.5931097235898917,0.255537242617035,0.2313916062392611,1
Belgium Jupiler League,Club Brugge KV,CLB,Standard de Liège,STL,70.73,48.88,0.0,65.0,69.91,55.0,0.0,30.76923076923077,0.5572375127319509,0.2549159176727622,0.2634123332757881,1
Belgium Jupiler League,Club Brugge KV,CLB,Beerschot AC,BAC,71.0,54.5,0.0,65.0,66.0,49.12,0.0,10.526315789473683,0.7241052042924828,0.2516806747342264,0.1004693286445347,1
Belgium Jupiler League,Club Brugge KV,CLB,KRC Genk,GEN,70.64,48.88,0.0,65.0,66.36,51.75,0.0,27.41935483870968,0.6406622433199339,0.2460904568574649,0.1916053346333734,1
Belgium Jupiler League,Club Brugge KV,CLB,SV Zulte-Waregem,ZUL,71.36,48.88,0.0,65.0,66.45,46.88,0.0,32.142857142857146,0.6330565357267515,0.2419381400835177,0.2029778014402958,1
Belgium Jupiler League,Club Brugge KV,CLB,Sporting Lokeren,LOK,70.91,48.88,0.0,65.0,69.7,52.12,0.0,36.66666666666666,0.5406328826914596,0.2510046988318143,0.2845872620880632,1
Belgium Jupiler League,Club Brugge KV,CLB,KV Kortrijk,KOR,69.55,48.88,0.0,65.0,65.27,45.75,0.0,25.42372881355932,0.6501699153405845,0.2471371522615697,0.1830669741002815,1
Belgium Jupiler League,Club Brugge KV,CLB,Sint-Truidense VV,STT,69.64,54.0,0.0,65.0,64.09,49.62,0.0,12.0,0.7307405220138583,0.2495082008786579,0.0994641951968255,1
Belgium Jupiler League,Club Brugge KV,CLB,KAA Gent,GEN,70.27,48.88,0.0,65.0,66.55,47.62,0.0,37.28813559322034,0.5893053958089932,0.2432613701445208,0.2472285689483713,1
Belgium Jupiler League,Club Brugge KV,CLB,KSV Cercle Brugge,CEB,69.45,48.88,0.0,65.0,64.45,52.0,0.0,16.363636363636363,0.7019852751908562,0.2491675853251659,0.1289879111899483,1
Belgium Jupiler League,Club Brugge KV,CLB,KVC Westerlo,WES,68.18,54.0,0.0,65.0,63.91,53.38,0.0,22.22222222222222,0.6647669455758904,0.2488024929528993,0.169248402302781,1
Belgium Jupiler League,Club Brugge KV,CLB,Sporting Charleroi,CHA,70.0,48.88,0.0,65.0,65.64,49.38,0.0,27.58620689655172,0.6423535784118631,0.2458475629336834,0.1915671627938976,1
Belgium Jupiler League,Club Brugge KV,CLB,KAS Eupen,EUP,71.27,48.88,0.0,65.0,71.27,48.88,0.0,25.0,0.563806702134917,0.2599747764305953,0.2492809681729058,1
